LINE,CNV_MYC_1,CNV_MYC_2,CNV_MYC_3,CNV_MYC_4,CNV_MYC_5,MYC_1,MYC_2,MYC_3,MYC_4,MYC_5,MIR17_1,MIR17_2,MIR17_3,MIR17_4,MIR17_5,MIR19A_1,MIR19A_2,MIR19A_3,MIR19A_4,MIR19A_5,MIR20A_1,MIR20A_2,MIR20A_3,MIR20A_4,MIR20A_5
534-1,1,2,3,4,5,16.0155,31.4477,46.3559,60.7902,74.7931,394.079,606.015,810.756,1008.99,1201.3,19.1301,29.4183,39.3572,48.9801,58.3155,146.634,225.494,301.676,375.437,446.993
535-1,1,2,3,4,5,20.9123,41.7803,62.6042,83.3843,104.121,483.735,937.917,1391.14,1843.41,2294.73,12.0852,23.4321,34.7551,46.0542,57.3297,139.47,270.42,401.093,531.492,661.617
536-1,1,2,3,4,5,18.9493,37.8939,56.834,75.7694,94.7003,1487.18,2532.49,3577.55,4622.35,5666.9,112.884,192.228,271.553,350.859,430.145,648.429,1104.2,1559.85,2015.4,2470.83
537-1,1,2,3,4,5,79.8011,159.584,239.35,319.097,398.827,781.731,1551.05,2320.2,3089.18,3857.98,65.302,129.567,193.818,258.055,322.277,263.1,522.024,780.889,1039.7,1298.45
538-1,1,2,3,4,5,33.8287,66.1902,97.2605,127.183,156.076,738.698,1433.19,2099.96,2742.1,3362.15,34.4319,66.8031,97.8826,127.814,156.715,174.601,338.752,496.353,648.131,794.687
539-1,1,2,3,4,5,18.439,35.8287,52.3304,68.0674,83.1373,350.363,664.823,963.221,1247.79,1520.3,18.194,34.5235,50.019,64.7966,78.9476,153.869,291.97,423.017,547.993,667.67
540-1,1,2,3,4,5,17.7365,35.4718,53.206,70.9389,88.6706,963.625,1888.99,2814.29,3739.53,4664.71,35.2295,69.0601,102.889,136.715,170.538,207.232,406.237,605.227,804.205,1003.17
541-1,1,2,3,4,5,24.6573,48.754,72.3266,95.408,118.028,329.482,608.679,881.804,1149.24,1411.32,4.13577,7.64032,11.0687,14.4256,17.7153,128.012,236.486,342.602,446.506,548.332
542-1,1,2,3,4,5,54.4659,108.924,163.373,217.815,272.248,566.213,1103.15,1640.01,2176.79,2713.49,10.4007,20.2637,30.1252,39.9852,49.8437,246.704,480.654,714.568,948.447,1182.29
543-1,1,2,3,4,5,41.9949,81.5771,119.12,154.91,189.171,692.98,1324.77,1924.02,2495.28,3042.15,27.168,51.9372,75.4304,97.8264,119.266,448.47,857.343,1245.15,1614.85,1968.76
544-1,1,2,3,4,5,24.5244,48.2613,71.2821,93.6479,115.412,60.5968,107.411,152.813,196.923,239.845,2.03685,3.61042,5.13652,6.61919,8.06196,20.5383,36.4053,51.7935,66.7439,81.2918
545-1,1,2,3,4,5,4.74103,9.27824,13.6359,17.8337,21.888,144,244.678,341.37,434.516,524.479,8.21057,13.9509,19.4641,24.7751,29.9046,32.2108,54.7308,76.3594,97.1947,117.318
546-1,1,2,3,4,5,3.77937,7.5566,11.3317,15.1046,18.8755,346.37,611.661,876.802,1141.79,1406.63,5.33984,9.42972,13.5173,17.6025,21.6855,76.4377,134.983,193.495,251.974,310.419
547-1,1,2,3,4,5,15.1488,30.1913,45.1297,59.966,74.7024,253.603,469.963,684.826,898.222,1110.18,5.4066,10.0192,14.5999,19.1494,23.6681,55.2487,102.384,149.193,195.682,241.858
548-1,1,2,3,4,5,15.4391,30.8759,46.3105,61.7428,77.1729,773.621,1508.91,2244.09,2979.16,3714.13,36.6649,71.5131,106.356,141.194,176.027,353.992,690.444,1026.85,1363.2,1699.5
549-1,1,2,3,4,5,16.6426,33.2362,49.7812,66.278,82.7271,414.236,798.239,1181.12,1562.88,1943.54,17.5276,33.776,49.9768,66.1304,82.2373,123.861,238.682,353.167,467.319,581.14
550-1,1,2,3,4,5,84.474,165.789,244.275,320.209,393.824,427.393,814.401,1187.94,1549.34,1899.7,5.9895,11.413,16.6479,21.7125,26.6224,145.031,276.358,403.116,525.751,644.641
551-1,1,2,3,4,5,29.4134,58.3838,86.9305,115.072,142.824,624.615,1201.02,1769,2328.91,2881.09,16.0222,30.8077,45.3771,59.7395,73.9035,292.404,562.241,828.132,1090.25,1348.74
552-1,1,2,3,4,5,18.5953,36.8029,54.6459,72.1454,89.3206,270.65,515.702,755.847,991.37,1222.53,6.9214,13.1882,19.3295,25.3526,31.264,97.8543,186.454,273.279,358.433,442.009
553-1,1,2,3,4,5,31.0396,59.6012,86.1978,111.186,134.828,296.902,546.938,779.771,998.528,1205.49,10.8565,19.9994,28.5131,36.5122,44.08,86.3803,159.125,226.865,290.51,350.724
554-1,1,2,3,4,5,19.3866,38.6651,57.8373,76.9049,95.8697,801.46,1547.25,2288.93,3026.57,3760.22,25.1598,48.5721,71.8553,95.0114,118.043,194.684,375.846,556.009,735.189,913.403
555-1,1,2,3,4,5,13.5758,27.1515,40.7269,54.3022,67.8773,473.885,891.295,1308.7,1726.1,2143.49,7.47676,14.0625,20.6481,27.2337,33.8191,100.224,188.504,276.783,365.06,453.337
556-1,1,2,3,4,5,6.98858,13.9528,20.8928,27.809,34.7015,395.103,759.34,1122.32,1484.04,1844.53,29.1992,56.1174,82.9423,109.675,136.316,113.147,217.454,321.401,424.989,528.223
557-1,1,2,3,4,5,21.008,41.9838,62.9275,83.8393,104.719,1076.69,2100.58,3122.9,4143.66,5162.86,44.2266,86.2842,128.277,170.207,212.072,321.786,627.791,933.328,1238.4,1543.01
558-1,1,2,3,4,5,9.77757,19.5549,29.3321,39.1092,48.886,250.455,475.438,700.417,925.392,1150.36,10.4546,19.8459,29.237,38.628,48.0188,118.636,225.207,331.776,438.343,544.908
559-1,1,2,3,4,5,20.2308,40.3009,60.2143,79.9744,99.5848,574.924,1119.85,1660.52,2197.04,2729.48,39.9769,77.8681,115.463,152.769,189.792,189.581,369.271,547.556,724.47,900.044
560-1,1,2,3,4,5,2.80626,5.00693,6.87898,8.53653,10.0398,17.898,28.2712,37.0955,44.9087,51.9947,7.67805,12.1281,15.9136,19.2654,22.3052,90.2939,142.626,187.144,226.561,262.309
561-1,1,2,3,4,5,10.8017,20.7985,30.1472,38.9597,47.3188,176.632,320.139,454.344,580.85,700.848,7.48443,13.5652,19.2519,24.6123,29.697,54.6362,99.0262,140.539,179.67,216.788
562-1,1,2,3,4,5,133.432,266.747,399.947,533.03,665.998,519.434,1031.42,1542.95,2054.04,2564.69,30.0011,59.5717,89.1166,118.636,148.129,191.518,380.288,568.894,757.336,945.615
563-1,1,2,3,4,5,20.5756,39.5898,57.3519,74.0809,89.9384,440.863,827.207,1188.11,1528.02,1850.22,18.8173,35.3076,50.7119,65.2203,78.9729,175.269,328.864,472.345,607.48,735.575
564-1,1,2,3,4,5,16.4035,32.7787,49.1258,65.445,81.7364,286.509,542.769,798.59,1053.97,1308.92,8.1259,15.3939,22.6495,29.8926,37.1234,131.136,248.427,365.516,482.406,599.096
565-1,1,2,3,4,5,4.15053,7.53813,10.4732,13.0997,15.4983,237.217,415.383,569.75,707.885,834.036,21.2652,37.2368,51.075,63.4581,74.7668,103.026,180.406,247.449,307.443,362.232
566-1,1,2,3,4,5,39.7877,77.6537,113.852,148.586,182.019,485.821,927.396,1349.53,1754.57,2144.46,25.1181,47.9487,69.7738,90.7157,110.874,220.55,421.013,612.649,796.529,973.526
567-1,1,2,3,4,5,46.9068,93.7118,140.416,187.019,233.522,394.083,765.267,1135.65,1505.23,1874.03,8.52068,16.5463,24.5545,32.5455,40.5193,226.509,439.856,652.742,865.171,1077.14
568-1,1,2,3,4,5,18.3142,36.628,54.9412,73.254,91.5662,393.767,763.423,1133.07,1502.7,1872.33,14.3069,27.7378,41.1684,54.5985,68.0284,127.787,247.749,367.709,487.665,607.618
569-1,1,2,3,4,5,21.0553,35.1481,46.5174,56.3132,65.05,821.338,1356.92,1788.99,2161.27,2493.3,82.2274,135.846,179.103,216.373,249.614,287.796,475.462,626.861,757.305,873.649
570-1,1,2,3,4,5,36.6601,72.5403,107.688,142.147,175.956,144.599,273.312,399.398,523.013,644.296,11.1229,21.0239,30.7228,40.2316,49.561,53.7607,101.615,148.494,194.453,239.545
571-1,1,2,3,4,5,15.1384,30.266,45.3827,60.4887,75.5839,316.95,613.237,909.311,1205.17,1500.83,17.0709,33.0289,48.9754,64.9106,80.8344,86.6821,167.713,248.686,329.601,410.459
572-1,1,2,3,4,5,23.1871,46.3721,69.5552,92.7363,115.915,299.526,586.555,873.559,1160.54,1447.49,42.6315,83.4842,124.333,165.179,206.022,262.196,513.451,764.685,1015.9,1267.09
573-1,1,2,3,4,5,18.0097,35.3065,51.969,68.0621,83.6406,530.412,1010.1,1472.2,1918.52,2350.55,37.9519,72.2748,105.339,137.273,168.186,397.351,756.707,1102.88,1437.23,1760.89
574-1,1,2,3,4,5,8.14928,15.7571,22.9189,29.705,36.1689,518.816,956.889,1369.28,1760.03,2132.24,35.0398,64.6263,92.4782,118.869,144.007,209.108,385.673,551.887,709.38,859.398
575-1,1,2,3,4,5,8.26379,15.9393,23.1367,29.9355,36.3955,297.182,543.497,774.469,992.651,1199.96,36.9764,67.6237,96.362,123.509,149.303,106.136,194.106,276.595,354.518,428.556
576-1,1,2,3,4,5,47.0684,93.7364,140.014,185.911,231.437,634.999,1237.24,1834.44,2426.73,3014.22,12.2115,23.793,35.2776,46.6677,57.9657,191.314,372.757,552.683,731.129,908.131
577-1,1,2,3,4,5,4.96851,9.66121,14.1195,18.3754,22.4541,253.655,477.396,689.961,892.874,1087.34,31.2857,58.8819,85.0996,110.127,134.112,92.4133,173.928,251.372,325.298,396.148
578-1,1,2,3,4,5,6.36695,12.7337,19.1003,25.4668,31.8331,288.859,541.421,793.976,1046.53,1299.07,15.1006,28.3037,41.5064,54.7088,67.9109,181.694,340.557,499.416,658.271,817.122
579-1,1,2,3,4,5,24.5648,48.961,73.192,97.2611,121.172,496.773,963.372,1426.81,1887.15,2344.46,15.2062,29.4888,43.6747,57.7658,71.7641,237.038,459.678,680.811,900.467,1118.67
580-1,1,2,3,4,5,22.5506,44.8075,66.7818,88.4841,109.924,277.749,529.505,778.066,1023.55,1266.07,10.0633,19.1849,28.1907,37.0851,45.8719,97.6146,186.094,273.451,359.726,444.959
581-1,1,2,3,4,5,117.68,235.358,353.033,470.706,588.376,594.781,1169.86,1744.94,2320,2895.05,10.1029,19.8713,29.6395,39.4075,49.1753,209.83,412.711,615.587,818.46,1021.33
582-1,1,2,3,4,5,11.7436,23.3009,34.6805,45.8904,56.9379,284.209,542.925,797.662,1048.6,1295.9,17.7193,33.8492,49.7311,65.3761,80.7945,120.305,229.819,337.649,443.871,548.554
583-1,1,2,3,4,5,14.1226,27.9198,41.4131,54.6218,67.5631,528.923,1025.44,1511.03,1986.37,2452.09,80.2156,155.517,229.16,301.25,371.88,181.738,352.343,519.19,682.517,842.539
584-1,1,2,3,4,5,85.2696,166.222,243.453,317.433,388.541,780.09,1516.09,2218.26,2890.87,3537.37,62.7772,122.006,178.513,232.641,284.668,244.418,475.022,695.026,905.769,1108.33
585-1,1,2,3,4,5,38.3226,76.6344,114.935,153.226,191.505,682.921,1344.71,2006.32,2667.74,3328.97,39.0451,76.8821,114.709,152.524,190.329,235.008,462.745,690.417,918.026,1145.57
586-1,1,2,3,4,5,27.3414,52.3865,75.6319,97.4174,117.988,436.968,813.152,1162.3,1489.53,1798.5,14.1619,26.3538,37.6696,48.2748,58.2884,245.41,456.683,652.774,836.55,1010.08
587-1,1,2,3,4,5,18.8265,36.6211,53.5367,69.692,85.1813,195.089,365.208,526.924,681.373,829.453,11.8407,22.1659,31.9811,41.3551,50.3427,78.3737,146.716,211.683,273.73,333.219
588-1,1,2,3,4,5,32.5084,64.8044,96.8921,128.775,160.458,148.799,273.329,397.056,519.994,642.16,2.20379,4.04813,5.88058,7.70135,9.51068,50.2465,92.2976,134.077,175.591,216.844
589-1,1,2,3,4,5,8.23808,16.1556,23.7873,31.162,38.3042,306.081,574.358,832.949,1082.83,1324.84,16.1174,30.2442,43.8609,57.0192,69.7625,84.2024,158.005,229.143,297.886,364.46
590-1,1,2,3,4,5,9.09627,18.1603,27.1924,36.193,45.1623,459.328,860.664,1260.59,1659.11,2056.26,31.9418,59.8509,87.6617,115.375,142.993,271.637,508.979,745.485,981.165,1216.03
591-1,1,2,3,4,5,27.5662,55.1321,82.6975,110.262,137.827,360.077,687.695,1015.31,1342.92,1670.52,8.09856,15.4671,22.8355,30.2039,37.5721,132.536,253.125,373.712,494.298,614.881
592-1,1,2,3,4,5,11.0228,18.3986,24.3486,29.4748,34.0469,413.572,669.169,875.355,1053,1211.44,20.6069,33.3425,43.6161,52.4674,60.3619,184.482,298.496,390.469,469.711,540.385
593-1,1,2,3,4,5,14.8305,29.6374,44.4206,59.1804,73.9168,323.269,620.669,917.596,1214.05,1510.04,11.1559,21.4191,31.666,41.8966,52.111,105.22,202.02,298.666,395.159,491.499
594-1,1,2,3,4,5,6.74657,13.2082,19.4183,25.4041,31.1882,92.0218,142.813,191.627,238.678,284.144,1.37346,2.13154,2.86011,3.56236,4.24096,28.156,43.6968,58.6325,73.0286,86.9399
595-1,1,2,3,4,5,18.5072,37.0133,55.5183,74.0222,92.5251,564.351,1106.56,1648.74,2190.88,2733,24.3255,47.6966,71.0663,94.4347,117.802,398.328,781.028,1163.71,1546.36,1928.99
596-1,1,2,3,4,5,50.9079,96.2385,137.502,175.628,211.24,2702.72,5090.46,7263.95,9272.22,11148.1,173.13,326.083,465.311,593.957,714.119,976.802,1839.77,2625.3,3351.12,4029.07
597-1,1,2,3,4,5,74.0167,147.523,220.53,293.046,365.083,2399.54,4739.13,7062.81,9370.9,11663.7,147.069,290.464,432.884,574.348,714.876,1443.27,2850.49,4248.13,5636.4,7015.48
598-1,1,2,3,4,5,18.9018,37.7919,56.6701,75.5366,94.3914,301.755,585.228,868.524,1151.64,1434.59,13.0254,25.2617,37.4903,49.7113,61.9247,91.9923,178.411,264.776,351.087,437.344
599-1,1,2,3,4,5,39.4044,78.8064,118.206,157.603,196.997,177.873,340.813,503.743,666.663,829.572,6.91955,13.2582,19.5965,25.9343,32.2718,62.2758,119.324,176.368,233.408,290.445
600-1,1,2,3,4,5,22.6633,44.9219,66.7967,88.3069,109.47,265.689,495.779,721.903,944.257,1163.02,4.08751,7.62737,11.1062,14.527,17.8927,67.601,126.145,183.679,240.254,295.916
601-1,1,2,3,4,5,20.8043,40.6002,59.5214,77.6746,95.1463,201.363,371.913,534.926,691.323,841.849,5.69225,10.5134,15.1216,19.5427,23.7979,56.2109,103.82,149.326,192.984,235.003
602-1,1,2,3,4,5,8.84359,17.4124,25.7306,33.8189,41.6954,658.9,1242.4,1808.82,2359.6,2895.95,31.3966,59.2001,86.1903,112.435,137.992,151.822,286.268,416.782,543.69,667.274
603-1,1,2,3,4,5,42.8608,84.9225,126.228,166.817,206.725,370.987,727.941,1078.48,1422.94,1761.62,31.4565,61.7232,91.4459,120.653,149.37,144.55,283.633,420.216,554.429,686.391
604-1,1,2,3,4,5,14.3234,28.5968,42.8207,56.9956,71.122,1062.72,2057.04,3047.91,4035.37,5019.45,37.6853,72.945,108.082,143.099,177.995,298.341,577.479,855.648,1132.86,1409.12
605-1,1,2,3,4,5,109.949,219.892,329.828,439.757,549.679,836.904,1660.18,2483.4,3306.57,4129.69,31.467,62.4214,93.374,124.325,155.273,429.277,851.562,1273.82,1696.05,2118.26
606-1,1,2,3,4,5,54.3183,108.573,162.764,216.891,270.955,479.428,938.165,1396.36,1854.02,2311.15,20.414,39.9468,59.4568,78.9439,98.4083,190.93,373.619,556.094,738.356,920.404
607-1,1,2,3,4,5,25.5068,50.6812,75.5358,100.083,124.333,490.809,961.717,1426.65,1885.81,2339.43,50.3393,98.6375,146.322,193.417,239.942,210.097,411.675,610.693,807.246,1001.42
608-1,1,2,3,4,5,20.356,39.7352,58.266,76.051,93.1736,203.896,368.758,526.403,677.703,823.368,3.59815,6.50747,9.28943,11.9594,14.53,88.1545,159.433,227.591,293.005,355.984
609-1,1,2,3,4,5,27.3309,53.9463,79.8995,105.238,130.003,522.293,1010.85,1487.25,1952.36,2406.95,19.4551,37.6535,55.3992,72.7243,89.6574,190.061,367.845,541.206,710.459,875.882
610-1,1,2,3,4,5,23.8789,47.7572,71.6351,95.5123,119.389,407.391,790.388,1173.38,1556.36,1939.33,11.9407,23.1665,34.3919,45.6172,56.8422,303.574,588.972,874.363,1159.75,1445.13
611-1,1,2,3,4,5,24.4388,48.8746,73.3072,97.7368,122.163,549.532,1070.25,1590.9,2111.49,2632,18.8443,36.7005,54.5544,72.4061,90.2555,304.934,593.88,882.788,1171.66,1460.5
612-1,1,2,3,4,5,62.6307,125.096,187.396,249.534,311.51,2700.27,5354.77,8002.29,10642.9,13276.6,103.252,204.754,305.99,406.96,507.667,1457.76,2890.81,4320.08,5745.62,7167.45
613-1,1,2,3,4,5,7.52613,15.013,22.4613,29.8715,37.2442,595.732,1110.32,1622.26,2131.58,2638.33,53.9512,100.554,146.916,193.042,238.934,291.336,542.991,793.347,1042.42,1290.24
614-1,1,2,3,4,5,26.6998,53.3984,80.096,106.792,133.488,296.436,577.849,859.249,1140.64,1422.02,22.0516,42.9856,63.9188,84.851,105.782,127.9,249.317,370.729,492.136,613.539
615-1,1,2,3,4,5,2.74814,5.01483,6.98903,8.76122,10.3831,396.044,614.015,803.859,974.276,1130.24,33.184,51.4474,67.3541,81.6332,94.7009,139.228,215.855,282.594,342.504,397.332
616-1,1,2,3,4,5,74.5628,146.8,216.916,285.088,351.469,577.007,1112.91,1633.07,2138.81,2631.27,13.9959,26.9947,39.6119,51.8792,63.8242,290.595,560.487,822.456,1077.16,1325.17
617-1,1,2,3,4,5,7.47035,14.8083,22.0205,29.1133,36.0925,1120.93,2126.2,3114.25,4085.95,5042.08,71.161,134.98,197.705,259.393,320.092,348.972,661.937,969.544,1272.06,1569.72
618-1,1,2,3,4,5,15.6899,31.3789,47.067,62.7542,78.4404,273.965,530.405,786.83,1043.24,1299.64,13.8918,26.895,39.8974,52.8991,65.9,98.8369,191.351,283.861,376.364,468.863
619-1,1,2,3,4,5,40.4829,80.9581,121.426,161.886,202.338,748.112,1480.11,2211.96,2943.68,3675.26,29.7797,58.9178,88.0504,117.178,146.299,393.978,779.468,1164.89,1550.23,1935.5
620-1,1,2,3,4,5,24.0751,47.4615,70.2151,92.3846,114.013,343.402,664.507,976.923,1281.32,1578.28,23.8992,46.2466,67.9893,89.1739,109.841,134.581,260.425,382.863,502.158,618.541
621-1,1,2,3,4,5,0.131721,0.23555,0.324072,0.402549,0.473781,3.76696,4.26494,4.68951,5.0659,5.40754,13.4241,15.1987,16.7117,18.053,19.2705,4.07849,4.61765,5.07733,5.48485,5.85474
622-1,1,2,3,4,5,2.29914,3.86056,5.125,6.21639,7.19083,375.471,552.181,695.282,818.797,929.077,6.71896,9.88113,12.4419,14.6521,16.6256,108.491,159.551,200.899,236.589,268.454
623-1,1,2,3,4,5,7.91233,12.9745,17.0154,20.4801,23.5614,548.885,876.775,1138.51,1362.93,1562.51,26.7228,42.6864,55.4293,66.3549,76.0719,193.473,309.049,401.307,480.409,550.76
624-1,1,2,3,4,5,11.7637,23.5109,35.2417,46.9559,58.6539,175.206,327.353,479.287,631.008,782.517,6.34545,11.8558,17.3584,22.8533,28.3405,71.9151,134.366,196.729,259.004,321.193
625-1,1,2,3,4,5,13.1791,26.0849,38.7339,51.1408,63.3189,83.6283,140.067,195.383,249.64,302.897,2.36908,3.96793,5.53495,7.07198,8.58067,16.1098,26.982,37.6377,48.0895,58.3487
626-1,1,2,3,4,5,32.6918,65.3817,98.0697,130.756,163.44,1045.42,2059.57,3073.66,4087.7,5101.68,29.1024,57.3341,85.5643,113.793,142.02,268.536,529.039,789.527,1050,1310.46
627-1,1,2,3,4,5,17.1446,33.3064,48.6372,63.2533,77.2464,372.866,679.203,969.789,1246.83,1512.06,4.29816,7.82941,11.1791,14.3726,17.43,100.255,182.621,260.753,335.242,406.556
628-1,1,2,3,4,5,20.2835,40.5538,60.8109,81.0548,101.286,312.515,607.082,901.458,1195.64,1489.64,16.3194,31.7015,47.0737,62.4359,77.788,217.864,423.216,628.435,833.52,1038.47
629-1,1,2,3,4,5,12.9949,25.671,38.0506,50.1536,61.9978,489.828,922.237,1344.53,1757.4,2161.43,14.9439,28.136,41.0196,53.6153,65.9417,243.714,458.86,668.974,874.394,1075.42
630-1,1,2,3,4,5,2.46058,4.51672,6.31966,7.94481,9.43627,419.475,676.148,901.213,1104.09,1290.27,47.6295,76.7736,102.329,125.364,146.504,178.82,288.238,384.181,470.665,550.033
631-1,1,2,3,4,5,4.96376,8.62156,11.6588,14.3133,16.7011,349.393,573.479,759.549,922.166,1068.45,12.7409,20.9123,27.6975,33.6275,38.9618,135.739,222.796,295.084,358.261,415.091
632-1,1,2,3,4,5,59.972,119.941,179.907,239.869,299.828,533.651,1038.97,1544.26,2049.52,2554.76,16.8455,32.7967,48.747,64.6965,80.6451,327.343,637.307,947.254,1257.18,1567.1
633-1,1,2,3,4,5,17.5948,35.1893,52.7836,70.3776,87.9714,604.459,1146.72,1688.97,2231.21,2773.45,7.19058,13.6412,20.0918,26.5423,32.9927,124.487,236.164,347.84,459.515,571.187
634-1,1,2,3,4,5,19.4205,37.9558,55.717,72.7937,89.2594,159.854,303.421,440.993,573.263,700.8,8.26558,15.6891,22.8025,29.6418,36.2364,49.9055,94.7265,137.676,178.97,218.786
635-1,1,2,3,4,5,68.1582,136.312,204.461,272.605,340.745,881.053,1739.54,2597.96,3456.33,4314.63,32.1143,63.406,94.6955,125.983,157.268,685.861,1354.15,2022.4,2690.6,3358.75
636-1,1,2,3,4,5,6.6952,10.717,13.8887,16.5933,18.9914,407.159,624.68,796.224,942.509,1072.21,22.1707,34.0153,43.3562,51.3217,58.3843,300.218,460.607,587.095,694.958,790.593
637-1,1,2,3,4,5,36.9653,71.8211,104.892,136.426,166.621,797.49,1047.31,1284.33,1510.34,1726.75,31.5545,41.439,50.8173,59.76,68.3227,473.431,621.734,762.442,896.615,1025.09
638-1,1,2,3,4,5,34.6724,68.0238,100.195,131.302,161.445,193.575,367.967,536.186,698.844,856.459,11.5525,21.9602,31.9994,41.7068,51.1132,60.2984,114.621,167.021,217.689,266.786
639-1,1,2,3,4,5,31.7605,63.3155,94.6691,125.825,156.787,480.828,942.733,1401.69,1857.75,2310.97,29.941,58.7037,87.2828,115.682,143.904,159.627,312.971,465.337,616.742,767.205
640-1,1,2,3,4,5,47.4284,89.6762,128.142,163.69,196.899,476.535,891.49,1269.3,1618.45,1944.62,21.6049,40.4179,57.5469,73.3765,88.1641,186.097,348.146,495.689,632.041,759.416
641-1,1,2,3,4,5,12.4829,24.9419,37.3771,49.7886,62.1766,416.952,798.392,1179.1,1559.09,1938.36,18.9647,36.3141,53.6304,70.9138,88.1643,133.837,256.275,378.479,500.451,622.191
642-1,1,2,3,4,5,7.13782,13.9078,20.3617,26.5398,32.4749,256.639,423.035,581.658,733.508,879.382,4.26584,7.03166,9.66829,12.1923,14.617,44.9978,74.1727,101.985,128.609,154.186
643-1,1,2,3,4,5,5.29499,10.0548,14.415,18.4619,22.2547,439.583,784.516,1100.48,1393.75,1668.6,26.5467,47.3774,66.4589,84.1695,100.768,249.852,445.906,625.498,792.186,948.408
644-1,1,2,3,4,5,10.6915,17.4518,22.8349,27.445,31.5425,423.837,674.897,874.809,1046.02,1198.19,22.0238,35.0696,45.4576,54.3542,62.2614,242.751,386.545,501.044,599.103,686.259
645-1,1,2,3,4,5,9.38556,18.7706,28.1552,37.5392,46.9227,560.251,1056.5,1552.72,2048.91,2545.07,19.1903,36.1882,53.1852,70.1813,87.1765,305.782,576.63,847.464,1118.28,1389.09
646-1,1,2,3,4,5,24.357,48.7126,73.0667,97.4195,121.771,527.859,1040.45,1553,2065.53,2578.03,28.8446,56.8547,84.8632,112.87,140.875,163.838,322.935,482.023,641.102,800.172
647-1,1,2,3,4,5,29.0404,58.0797,87.118,116.155,145.192,483.852,942.215,1400.56,1858.89,2317.2,18.3723,35.7767,53.1804,70.5836,87.9862,270.131,526.031,781.922,1037.8,1293.68
648-1,1,2,3,4,5,25.5067,51.0119,76.5158,102.018,127.519,508.211,1005.63,1503.02,2000.38,2497.71,26.9621,53.3516,79.7396,106.126,132.511,206.54,408.692,610.834,812.964,1015.08
649-1,1,2,3,4,5,57.0249,113.943,170.754,227.459,284.059,248.332,480.551,712.334,943.686,1174.61,3.12967,6.05627,8.97739,11.8931,14.8033,39.0529,75.5717,112.022,148.405,184.72
650-1,1,2,3,4,5,19.3431,38.6852,58.0265,77.3668,96.7061,372.179,723.73,1075.26,1426.78,1778.28,20.5058,39.8751,59.2435,78.611,97.9775,153.281,298.066,442.845,587.616,732.381
651-1,1,2,3,4,5,19.7716,38.9302,57.5295,75.6157,93.2292,1195.18,2326.2,3424.19,4491.9,5531.7,113.352,220.619,324.753,426.016,524.631,320.749,624.278,918.945,1205.48,1484.53
652-1,1,2,3,4,5,48.475,96.9468,145.416,193.881,242.343,563.081,1114.76,1666.41,2218.02,2769.59,33.3356,65.9964,98.655,131.311,163.966,152.909,302.723,452.526,602.32,752.105
653-1,1,2,3,4,5,10.4262,19.5671,27.8058,35.3662,42.3925,180.525,321.644,448.835,565.555,674.029,12.8946,22.9745,32.0596,40.3967,48.1448,53.1904,94.7701,132.246,166.637,198.598
654-1,1,2,3,4,5,16.0135,31.7201,47.1367,62.2788,77.1606,536.611,1046.04,1546.07,2037.2,2519.88,59.8312,116.632,172.384,227.144,280.962,178.246,347.465,513.56,676.698,837.031
655-1,1,2,3,4,5,11.9132,23.8259,35.7379,47.6493,59.5601,206.105,392.636,579.158,765.671,952.173,26.9247,51.2925,75.6591,100.024,124.388,59.8635,114.042,168.217,222.39,276.56
656-1,1,2,3,4,5,61.313,118.368,171.946,222.615,270.801,361.845,691.488,1001.04,1293.78,1572.18,25.7033,49.1192,71.1079,91.9024,111.678,132.515,253.237,366.601,473.808,575.765
657-1,1,2,3,4,5,17.7363,35.4613,53.175,70.8775,88.5687,792.905,1536.02,2278.67,3020.84,3762.54,39.405,76.3357,113.243,150.127,186.987,284.484,551.105,817.556,1083.84,1349.95
658-1,1,2,3,4,5,203.493,396.465,580.398,756.454,925.566,3678.96,7134.08,10427.3,13579.6,16607.5,74.8553,145.156,212.164,276.302,337.91,784.14,1520.57,2222.5,2894.37,3539.74
659-1,1,2,3,4,5,12.3743,24.7485,37.1226,49.4967,61.8706,103.153,189.157,275.162,361.165,447.168,0.526288,0.965085,1.40388,1.84267,2.28146,28.9458,53.0796,77.2132,101.347,125.48
660-1,1,2,3,4,5,45.5535,90.3787,134.51,177.977,220.811,294.953,555.882,812.77,1065.8,1315.13,4.0866,7.7018,11.261,14.7667,18.2213,54.7017,103.093,150.736,197.662,243.903
661-1,1,2,3,4,5,20.1218,38.8801,56.5195,73.219,89.1145,317.936,590.193,846.21,1088.59,1319.29,11.2048,20.7998,29.8225,38.3644,46.4951,115.849,215.054,308.341,396.658,480.723
662-1,1,2,3,4,5,17.0359,34.0713,51.1062,68.1407,85.1746,226.962,424.651,622.334,820.011,1017.68,6.62485,12.3952,18.1654,23.9354,29.7053,68.7021,128.543,188.382,248.219,308.055
663-1,1,2,3,4,5,116.074,224.734,327.244,424.541,517.349,514.253,987.955,1434.84,1859,2263.6,27.5885,53.0016,76.976,99.7315,121.437,172.153,330.731,480.331,622.325,757.768
664-1,1,2,3,4,5,49.8274,97.2505,142.587,186.091,227.967,2090.78,4057.02,5936.76,7740.49,9476.75,245.939,477.229,698.343,910.517,1114.75,589.78,1144.43,1674.68,2183.49,2673.26
